-1.006907999999999914e+00,1.071919999999999984e+00,-1.082489999999999952e+00
-1.010855000000000059e+00,1.071890999999999927e+00,-1.072302000000000088e+00
-9.896840000000000082e-01,1.036837000000000009e+00,-1.073634999999999895e+00
-9.937810000000000255e-01,1.037115000000000009e+00,-1.063525000000000054e+00
-9.775270000000000348e-01,1.013190999999999953e+00,-1.067439000000000027e+00
-9.811189999999999634e-01,1.012572999999999945e+00,-1.057074999999999987e+00
-9.850360000000000227e-01,1.027349000000000068e+00,-1.071245000000000003e+00
-9.892739999999999867e-01,1.027911000000000019e+00,-1.061207000000000011e+00
-9.939649999999999874e-01,1.045563999999999938e+00,-1.075836000000000015e+00
-9.988139999999999796e-01,1.047374000000000027e+00,-1.066113000000000088e+00
-1.002423999999999982e+00,1.062786999999999926e+00,-1.080184999999999951e+00
-1.006374000000000102e+00,1.062764000000000042e+00,-1.069998999999999922e+00
-9.803950000000000164e-01,1.046861999999999959e+00,-1.070238000000000023e+00
-9.800520000000000342e-01,1.065094999999999903e+00,-1.070963000000000109e+00
-1.017873999999999945e+00,1.072692999999999897e+00,-1.055474000000000023e+00
-1.024893000000000054e+00,1.073493999999999948e+00,-1.038645999999999958e+00
-1.031911999999999940e+00,1.074295000000000000e+00,-1.021817999999999893e+00
-1.038931999999999967e+00,1.075096000000000052e+00,-1.004990000000000050e+00
-1.000801000000000052e+00,1.037916999999999978e+00,-1.046696999999999989e+00
-1.007819999999999938e+00,1.038718000000000030e+00,-1.029868999999999923e+00
-9.881379999999999608e-01,1.013374999999999915e+00,-1.040246000000000004e+00
-9.951569999999999583e-01,1.014175999999999966e+00,-1.023417999999999939e+00
-9.962929999999999842e-01,1.028712999999999989e+00,-1.044378999999999946e+00
-1.003311999999999982e+00,1.029514000000000040e+00,-1.027549999999999963e+00
-1.014839000000000047e+00,1.039519000000000082e+00,-1.013039999999999941e+00
-1.021857999999999933e+00,1.040319999999999911e+00,-9.962119999999999864e-01
-1.002175999999999956e+00,1.014977000000000018e+00,-1.006590000000000096e+00
-1.009195000000000064e+00,1.015778999999999987e+00,-9.897620000000000307e-01
-1.010332000000000008e+00,1.030315000000000092e+00,-1.010721999999999898e+00
-1.017350999999999894e+00,1.031115999999999921e+00,-9.938940000000000552e-01
-1.005833999999999895e+00,1.048175000000000079e+00,-1.049285000000000023e+00
-1.012853000000000003e+00,1.048977000000000048e+00,-1.032456000000000040e+00
-1.013392999999999988e+00,1.063565000000000094e+00,-1.053171000000000079e+00
-1.020412000000000097e+00,1.064367000000000063e+00,-1.036342000000000096e+00
-1.019871999999999890e+00,1.049778000000000100e+00,-1.015627999999999975e+00
-1.026890999999999998e+00,1.050578999999999930e+00,-9.988000000000000211e-01
-1.027430999999999983e+00,1.065167999999999893e+00,-1.019514000000000031e+00
-1.034451000000000009e+00,1.065968999999999944e+00,-1.002685999999999966e+00
-1.022777999999999965e+00,1.108354000000000061e+00,-1.090845000000000065e+00
-1.026705999999999896e+00,1.108041000000000054e+00,-1.080635000000000012e+00
-1.011692999999999953e+00,1.081666000000000016e+00,-1.084950000000000081e+00
-1.016740999999999895e+00,1.083881000000000094e+00,-1.075328999999999979e+00
-1.019970000000000043e+00,1.099123999999999990e+00,-1.089234000000000036e+00
-1.023803999999999936e+00,1.098718000000000083e+00,-1.078980999999999968e+00
-1.026715999999999962e+00,1.118926000000000087e+00,-1.092991000000000046e+00
-1.031096000000000013e+00,1.120135000000000103e+00,-1.083042999999999978e+00
-1.029978999999999978e+00,1.137710999999999917e+00,-1.095245999999999942e+00
-1.034194000000000058e+00,1.138538999999999968e+00,-1.085210999999999926e+00
-1.012709000000000081e+00,1.119871000000000061e+00,-1.087193000000000076e+00
-1.012366000000000099e+00,1.138104000000000005e+00,-1.087917999999999941e+00
-9.965519999999999934e-01,1.083366000000000051e+00,-1.078716000000000008e+00
-9.962090000000000112e-01,1.101599999999999913e+00,-1.079441000000000095e+00
-9.797080000000000233e-01,1.083328999999999986e+00,-1.071687999999999974e+00
-9.793650000000000411e-01,1.101561999999999930e+00,-1.072413000000000061e+00
-9.958650000000000002e-01,1.119833000000000078e+00,-1.080165999999999960e+00
-9.955220000000000180e-01,1.138066999999999940e+00,-1.080891000000000046e+00
-9.790219999999999478e-01,1.119796000000000014e+00,-1.073137999999999925e+00
-9.786780000000000479e-01,1.138028999999999957e+00,-1.073863000000000012e+00
-1.033725000000000005e+00,1.108842000000000105e+00,-1.063806999999999947e+00
-1.040743999999999891e+00,1.109642999999999935e+00,-1.046979000000000104e+00
-1.023760999999999921e+00,1.084681999999999924e+00,-1.058499999999999996e+00
-1.030780000000000030e+00,1.085482999999999976e+00,-1.041671999999999931e+00
-1.030823000000000045e+00,1.099518999999999913e+00,-1.062152999999999903e+00
-1.037843000000000071e+00,1.100321000000000105e+00,-1.045325000000000060e+00
-1.047763000000000000e+00,1.110444999999999904e+00,-1.030151000000000039e+00
-1.054782000000000108e+00,1.111245999999999956e+00,-1.013322000000000056e+00
-1.037798999999999916e+00,1.086284999999999945e+00,-1.024844000000000088e+00
-1.044818000000000024e+00,1.087085999999999997e+00,-1.008016000000000023e+00
-1.044861999999999957e+00,1.101121999999999934e+00,-1.028496000000000077e+00
-1.051881000000000066e+00,1.101922999999999986e+00,-1.011668000000000012e+00
-1.038116000000000039e+00,1.120935999999999932e+00,-1.066213999999999995e+00
-1.045134999999999925e+00,1.121736999999999984e+00,-1.049385999999999930e+00
-1.041212999999999944e+00,1.139340999999999937e+00,-1.068383000000000083e+00
-1.048232000000000053e+00,1.140141999999999989e+00,-1.051554000000000100e+00
-1.052154000000000034e+00,1.122538999999999954e+00,-1.032558000000000087e+00
-1.059172999999999920e+00,1.123340000000000005e+00,-1.015730000000000022e+00
-1.055252000000000079e+00,1.140943000000000040e+00,-1.034726000000000035e+00
-1.062270999999999965e+00,1.141745000000000010e+00,-1.017897999999999969e+00
-1.028990999999999989e+00,1.156460000000000043e+00,-1.095726999999999896e+00
-1.033190000000000053e+00,1.156851999999999991e+00,-1.085663999999999962e+00
-1.028691999999999940e+00,1.174609000000000014e+00,-1.096465999999999941e+00
-1.032888000000000028e+00,1.175087999999999910e+00,-1.086405999999999983e+00
-1.012021999999999977e+00,1.156338000000000088e+00,-1.088643000000000027e+00
-1.011678999999999995e+00,1.174571000000000032e+00,-1.089367999999999892e+00
-1.028348000000000040e+00,1.192843000000000098e+00,-1.097191000000000027e+00
-1.032543999999999906e+00,1.193321999999999994e+00,-1.087131000000000070e+00
-1.028005000000000058e+00,1.211076000000000041e+00,-1.097915999999999892e+00
-1.032200999999999924e+00,1.211554999999999938e+00,-1.087855999999999934e+00
-1.011336000000000013e+00,1.192804999999999893e+00,-1.090092999999999979e+00
-1.010993000000000031e+00,1.211038000000000059e+00,-1.090818000000000065e+00
-9.951790000000000358e-01,1.156300000000000106e+00,-1.081615999999999911e+00
-9.948350000000000248e-01,1.174533000000000049e+00,-1.082340999999999998e+00
-9.783349999999999547e-01,1.156261999999999901e+00,-1.074588000000000099e+00
-9.779919999999999725e-01,1.174495999999999984e+00,-1.075312999999999963e+00
-9.944920000000000426e-01,1.192766999999999911e+00,-1.083066000000000084e+00
-9.941489999999999494e-01,1.211000000000000076e+00,-1.083790999999999949e+00
-9.776479999999999615e-01,1.192728999999999928e+00,-1.076038000000000050e+00
-9.773049999999999793e-01,1.210963000000000012e+00,-1.076762999999999915e+00
-1.040210000000000079e+00,1.157653000000000043e+00,-1.068835999999999897e+00
-1.047228999999999965e+00,1.158454000000000095e+00,-1.052008000000000054e+00
-1.039906999999999915e+00,1.175888999999999962e+00,-1.069577999999999918e+00
-1.046926000000000023e+00,1.176690999999999931e+00,-1.052750000000000075e+00
-1.054248000000000074e+00,1.159256000000000064e+00,-1.035179000000000071e+00
-1.061266999999999960e+00,1.160056999999999894e+00,-1.018351000000000006e+00
